12499
801
313	163	7		-6.210	-0.814	-0.059	-0.732	
263	182	8		-5.610	-0.545	0.212	-0.404	
264	181	8		-5.759	-0.659	0.098	-0.439	
262	175	10		-3.832	0.338	1.093	0.493	
258	226	11		-2.845	0.838	1.595	0.978	
273	181	11		-4.197	0.036	0.775	0.447	
274	180	13		-4.885	-0.188	0.565	-0.033	
41	154	15		-12.477	-3.950	-3.525	-2.653	
281	198	15		-3.194	0.526	1.283	0.941	
260	134	16		-4.263	0.392	1.144	0.012	
258	226	12		-2.912	0.809	1.567	0.939	
274	180	12		-4.395	0.046	0.799	0.224	
259	127	17		-5.311	0.103	0.161	-0.054	
281	214	17		-3.806	0.357	1.114	0.498	
275	180	13		-5.242	-0.163	0.509	-0.334	
284	215	17		-4.971	-0.012	0.076	0.371	
41	154	15		-12.478	-3.951	-3.526	-2.654	
281	186	15		-3.403	0.591	1.349	0.667	
280	198	15		-3.177	0.537	1.294	0.947	
284	196	15		-4.775	-0.237	0.464	0.179	
260	134	16		-4.967	0.125	0.706	-0.255	
281	214	16		-4.159	0.174	0.930	0.329	
283	215	16		-4.911	-0.235	0.335	0.172	
259	127	17		-5.984	-0.332	-0.274	-0.292	
266	111	22		-2.532	0.996	1.754	1.132	
255	114	23		-5.545	-0.253	0.497	-0.623	
274	127	24		-4.894	-0.188	0.570	-0.046	
286	162	25		-5.923	0.369	-0.724	0.220	
265	112	21		-3.585	0.484	1.241	0.592	
268	117	21		-3.802	0.357	1.115	0.501	
257	112	26		-5.614	-0.509	0.235	-0.431	
255	114	22		-4.662	-0.092	0.509	0.248	
286	162	26		-6.844	-0.342	-0.656	-0.770	
262	104	27		-3.253	0.498	1.255	0.910	
255	114	23		-8.379	-1.791	-1.585	-1.376	
286	166	27		-11.590	-3.031	-3.557	-2.595	
286	139	28		-5.047	0.263	-0.308	0.679	
274	126	24		-5.793	-0.637	0.121	-0.496	
285	162	24		-6.119	0.281	-0.818	0.117	
284	175	29		-4.286	0.454	1.194	-0.061	
258	113	25		-5.500	-0.450	0.275	-0.357	
257	113	25		-6.263	-0.904	-0.356	-0.489	
286	162	25		-7.548	-0.567	-1.061	-1.068	
286	164	26		-12.036	-3.279	-3.755	-2.649	
272	122	27		-4.650	-0.065	0.692	0.076	
283	172	27		-5.587	-0.099	0.337	-0.506	
287	139	28		-4.519	0.530	-0.046	0.946	
283	175	28		-4.345	0.416	1.168	-0.095	
285	137	28		-6.040	-0.257	-0.781	0.159	
264	104	32		-5.015	-0.051	0.039	0.364	
291	155	32		-11.994	-3.052	-3.916	-2.660	
292	147	37		-11.574	-3.013	-3.559	-2.597	
97	153	37		-12.187	-3.630	-3.555	-2.655	
289	187	33		-3.186	0.615	1.201	1.031	
292	148	37		-11.783	-3.670	-3.110	-2.490	
292	148	37		-10.875	-2.697	-2.137	-2.556	
