11121
635
266	151	8		-11.717	-3.071	-3.643	-2.655	
134	134	14		-5.007	-0.325	0.325	0.086	
194	130	15		-12.479	-4.146	-3.331	-2.645	
119	145	15		-8.401	-1.589	-1.775	-1.208	
157	107	16		-2.736	0.892	1.650	1.033	
118	134	16		-6.068	-0.818	-0.061	-0.589	
119	145	16		-8.956	-1.858	-2.071	-1.467	
116	146	16		-11.836	-3.503	-3.331	-2.655	
106	142	17		-11.244	-3.014	-3.226	-2.600	
299	149	13		-5.351	-0.551	0.203	-0.135	
130	109	18		-2.576	0.972	1.729	1.113	
166	120	18		-3.228	0.973	1.730	0.459	
170	128	18		-2.864	1.054	1.362	1.192	
105	134	18		-6.921	-1.237	-0.484	-1.020	
191	139	18		-4.829	-0.234	0.522	0.067	
79	146	18		-11.618	-3.075	-3.532	-2.623	
106	134	18		-6.378	-0.339	-0.766	-0.194	
93	142	18		-12.336	-3.796	-3.537	-2.638	
110	136	18		-5.008	0.322	-0.328	0.738	
218	124	19		-11.797	-3.181	-3.614	-2.653	
185	125	19		-7.486	-0.841	-1.424	-0.644	
65	127	19		-11.092	-2.770	-2.358	-2.553	
119	145	15		-3.727	0.803	0.604	1.087	
171	126	19		-4.787	0.614	0.331	0.299	
67	128	19		-12.607	-3.398	-2.899	-3.953	
72	101	20		-9.009	-2.382	-1.625	-1.966	
221	102	20		-10.788	-2.592	-3.164	-2.207	
80	110	20		-3.643	0.301	1.059	0.717	
196	113	20		-8.347	-0.834	-1.481	-1.448	
95	115	20		-3.345	0.587	1.345	0.728	
141	117	20		-3.788	0.322	1.078	0.552	
118	123	20		-2.574	0.973	1.730	1.113	
119	134	16		-4.225	0.147	0.905	0.289	
72	103	20		-9.491	-2.624	-1.865	-2.207	
195	112	20		-8.151	-0.830	-1.287	-1.445	
118	121	20		-2.577	0.971	1.729	1.112	
116	146	16		-12.130	-3.074	-4.053	-2.654	
205	81	21		-6.795	-0.517	-0.997	-0.380	
201	88	21		-6.545	-0.264	-0.977	-0.151	
84	91	21		-3.981	0.148	0.915	0.531	
176	116	21		-2.024	1.248	2.005	1.389	
192	140	17		-11.600	-3.061	-3.537	-2.645	
107	142	17		-11.316	-3.050	-3.263	-2.632	
204	83	21		-5.776	0.106	-0.604	0.246	
202	91	21		-6.219	0.593	-0.138	-0.663	
86	92	21		-3.519	0.499	1.259	0.642	
176	116	21		-1.739	1.717	2.459	1.220	
142	122	21		-2.573	0.973	1.731	1.114	
204	84	21		-7.149	-1.034	-0.833	-0.898	
88	94	21		-3.719	0.398	1.161	0.544	
192	108	21		-5.456	-0.377	-0.077	0.039	
174	116	21		-4.098	0.139	0.789	0.531	
90	94	21		-6.095	-0.775	-0.017	-0.659	
92	92	21		-7.824	-1.620	-0.865	-1.541	
96	73	22		-3.178	0.671	1.429	0.812	
184	74	22		-2.958	0.781	1.538	0.922	
170	128	18		-3.140	0.800	1.337	0.941	
105	134	18		-6.706	-1.121	-0.367	-0.921	
91	141	18		-12.367	-3.812	-3.553	-2.653	
80	144	18		-11.772	-3.097	-3.646	-2.658	
186	74	22		-3.212	0.667	1.398	0.808	
105	134	18		-2.953	0.775	1.528	0.937	
121	144	18		-6.025	-0.565	-0.399	-0.208	
172	114	22		-8.289	-1.103	-1.951	-0.919	
180	100	22		-5.957	-0.831	-0.122	-0.417	
100	108	22		-10.529	-3.033	-2.276	-2.835	
100	84	22		-10.725	-3.068	-2.318	-2.988	
165	72	23		-2.636	0.937	1.695	1.087	
67	128	19		-9.826	-2.756	-1.941	-1.702	
171	126	19		-4.528	0.516	0.564	0.327	
180	72	23		-10.332	-3.043	-2.286	-2.627	
222	100	20		-11.299	-2.806	-3.376	-2.504	
72	101	20		-9.018	-2.387	-1.629	-1.971	
79	109	20		-4.353	-0.054	0.704	0.362	
81	110	20		-4.871	-0.313	0.445	0.103	
196	113	20		-6.888	-0.832	-1.053	-0.416	
94	114	20		-5.617	-0.549	0.209	-0.408	
175	116	20		-2.606	1.158	1.513	1.299	
119	123	20		-2.577	0.971	1.729	1.112	
187	127	20		-8.618	-2.414	-1.140	-1.056	
122	135	20		-3.429	0.547	1.301	0.688	
73	104	20		-9.817	-2.786	-2.029	-2.370	
175	116	20		-2.218	1.167	1.833	1.367	
130	73	25		-7.451	-0.722	-1.452	-0.581	
150	77	25		-5.393	0.035	-0.150	0.176	
157	93	25		-5.476	-0.476	0.281	-0.339	
116	101	25		-5.405	-0.443	0.315	-0.302	
167	101	25		-5.318	-0.399	0.359	-0.258	
120	111	25		-5.599	-0.671	0.087	-0.268	
164	112	25		-5.234	-0.329	0.375	-0.191	
167	118	25		-5.924	-0.838	-0.081	-0.425	
200	88	21		-6.171	-0.081	-0.811	0.058	
131	110	21		-2.866	0.827	1.585	0.968	
140	117	21		-4.066	0.162	0.920	0.432	
310	146	21		-12.433	-3.928	-3.503	-2.632	
130	74	25		-7.172	-0.610	-1.285	-0.469	
149	85	25		-6.347	-0.583	-0.208	-0.721	
119	111	25		-5.609	-0.682	0.075	-0.266	
164	112	25		-4.232	0.626	0.881	0.305	
205	89	21		-12.317	-2.580	-3.308	-3.590	
87	93	21		-5.271	-0.410	0.416	-0.201	
194	110	21		-6.267	-0.919	-0.346	-0.503	
142	119	21		-2.359	1.080	1.838	1.221	
150	88	25		-9.504	-2.123	-2.345	-1.741	
164	106	25		-5.284	-0.039	-0.241	0.375	
120	108	25		-5.907	-0.831	-0.074	-0.415	
194	78	21		-7.068	-0.691	-1.369	-0.282	
90	94	21		-5.696	-0.559	0.200	-0.476	
190	106	21		-6.543	-0.552	-0.989	-0.136	
162	102	25		-11.407	-3.056	-3.336	-2.644	
120	104	25		-7.725	-1.726	-0.977	-1.330	
148	88	25		-10.026	-2.270	-2.754	-1.854	
116	96	25		-6.386	-0.884	-0.162	-0.806	
267	181	26		-7.475	-1.493	-0.979	-1.077	
85	92	22		-9.545	-2.647	-1.883	-2.237	
155	108	22		-3.938	0.342	1.099	0.381	
267	183	26		-11.201	-3.071	-3.128	-2.655	
205	83	22		-8.951	-0.844	-1.477	-2.056	
199	90	22		-6.765	0.356	-0.373	-0.974	
94	76	22		-6.363	-0.838	-0.247	-0.698	
109	68	27		-3.333	1.134	0.546	1.540	
184	74	23		-5.917	-0.152	-0.498	-0.001	
186	73	23		-5.855	0.048	-0.627	0.191	
180	72	27		-7.963	-1.809	-1.152	-1.393	
185	73	28		-2.960	0.682	1.439	1.019	
87	76	28		-4.137	0.538	0.327	0.954	
120	124	28		-1.467	1.526	2.284	1.667	
165	72	24		-2.157	1.102	1.762	1.499	
186	72	28		-4.833	-0.157	0.601	-0.016	
88	76	28		-6.692	-0.757	-0.929	-0.344	
90	78	28		-6.018	-0.763	-0.007	-0.593	
180	100	28		-7.256	-0.887	-1.367	-0.471	
100	108	28		-6.472	-0.923	-0.227	-0.826	
128	88	24		-9.809	-2.583	-1.886	-2.505	
176	100	24		-7.425	-0.969	-1.453	-0.553	
100	84	28		-10.274	-2.523	-2.411	-2.442	
104	84	24		-11.220	-3.499	-2.381	-2.985	
203	81	29		-5.905	-0.613	-0.290	-0.192	
201	85	29		-7.633	-0.595	-1.205	-1.010	
84	92	29		-3.446	0.400	1.158	0.815	
177	116	29		-2.678	0.936	1.663	1.077	
168	70	25		-2.765	0.825	1.412	1.240	
130	74	25		-8.159	-1.075	-1.806	-0.935	
150	77	25		-7.585	-1.168	-1.345	-0.786	
147	83	25		-3.121	1.041	0.841	1.456	
157	92	25		-5.686	-0.388	0.366	-0.634	
120	112	25		-5.591	-0.673	0.084	-0.258	
163	113	25		-6.231	-0.827	-0.137	-0.675	
121	124	25		-5.935	-0.845	-0.087	-0.429	
203	82	29		-6.768	-0.507	-0.352	-0.997	
85	94	29		-4.387	0.066	0.824	0.207	
177	116	29		-2.214	1.080	1.793	1.412	
130	74	25		-11.833	-2.977	-3.707	-2.708	
148	84	25		-6.276	-0.611	-0.659	-0.198	
150	85	25		-6.327	-0.609	-0.713	-0.196	
121	113	25		-6.069	-0.715	-0.351	-0.299	
164	113	25		-4.737	0.269	0.301	0.380	
204	84	29		-11.949	-2.889	-3.350	-3.180	
88	94	29		-4.530	-0.007	0.751	0.137	
152	88	25		-11.438	-3.106	-3.329	-2.652	
120	112	25		-10.343	-3.009	-2.332	-2.593	
164	112	25		-12.259	-3.016	-3.551	-3.289	
88	96	29		-8.876	-2.134	-1.740	-1.718	
174	114	29		-7.935	-1.258	-1.672	-0.845	
164	106	25		-12.210	-3.691	-3.513	-2.659	
120	108	25		-10.387	-3.066	-2.315	-2.654	
92	96	29		-9.809	-2.287	-2.183	-2.207	
152	88	25		-10.418	-2.466	-2.950	-2.050	
112	100	25		-8.842	-1.943	-1.559	-1.864	
176	76	25		-11.101	-3.049	-3.051	-2.633	
222	100	30		-11.644	-2.564	-3.132	-3.094	
72	102	30		-3.356	0.445	1.202	0.860	
95	107	30		-1.908	1.306	2.064	1.447	
198	107	30		-5.958	-0.847	-0.109	-0.431	
65	108	30		-10.108	-2.915	-2.190	-2.499	
118	116	30		-1.636	1.442	2.199	1.582	
140	117	30		-6.378	-0.686	0.071	-1.031	
171	128	30		-3.686	0.862	1.489	0.243	
312	146	30		-12.468	-3.939	-3.526	-2.655	
267	181	26		-11.284	-3.070	-3.211	-2.654	
67	106	30		-4.564	-0.160	0.598	0.256	
118	117	30		-1.648	1.436	2.194	1.577	
172	126	30		-5.291	0.421	-0.306	0.433	
268	183	26		-11.451	-3.071	-3.379	-2.655	
192	108	30		-7.028	-0.694	-1.329	-0.281	
92	114	31		-2.169	1.175	1.933	1.316	
94	115	31		-3.534	0.493	1.250	0.634	
166	116	31		-4.238	0.142	0.897	0.283	
193	127	31		-9.699	-2.982	-1.714	-1.948	
109	68	27		-3.936	0.657	0.432	1.050	
65	136	31		-10.672	-3.045	-2.287	-2.966	
185	73	27		-3.896	0.184	0.941	0.581	
170	118	31		-3.202	0.545	1.299	0.917	
64	136	32		-10.945	-2.955	-2.651	-2.874	
169	118	32		-4.534	0.080	0.664	0.220	
129	110	33		-4.771	-0.263	0.495	0.153	
152	110	33		-6.220	-0.820	-0.062	-0.740	
144	118	33		-8.378	-1.230	-1.684	-1.276	
87	130	33		-9.931	-2.838	-2.080	-2.433	
95	131	33		-8.794	-2.270	-1.512	-1.864	
72	142	33		-5.952	-0.300	-0.650	0.116	
88	76	29		-9.891	-2.686	-2.202	-2.270	
201	84	29		-5.858	0.090	0.175	-0.615	
84	93	29		-4.250	0.041	0.798	0.370	
312	146	29		-12.542	-4.016	-3.523	-2.655	
156	108	33		-4.889	-0.154	0.603	-0.074	
127	109	33		-4.313	0.055	0.812	0.293	
141	122	33		-2.155	1.115	1.872	1.391	
88	131	33		-5.105	-0.430	0.327	-0.015	
100	133	33		-7.061	-1.408	-0.650	-0.992	
72	142	33		-10.594	-2.041	-1.747	-3.249	
89	75	29		-6.447	-0.876	-0.403	-0.625	
203	82	29		-6.853	-0.688	-0.857	-0.577	
86	95	29		-3.811	0.354	1.112	0.495	
71	105	29		-9.862	-2.811	-2.049	-2.390	
172	126	29		-7.777	-0.593	-1.323	-1.037	
